linear,angular,rpm_1,rpm_2,rpm_3,rpm_4,timestamp
0.85,0.03,119,118,118,118,1706938822.99
0.85,0.03,119,118,118,118,1706938823.1
0.85,0.03,119,118,118,118,1706938823.2
0.85,0.03,121,118,120,118,1706938823.36
0.85,0.03,121,118,120,118,1706938823.46
0.85,0.03,121,118,120,118,1706938823.5
0.85,0.18,121,118,120,118,1706938823.62
0.85,0.37,118,118,116,118,1706938823.73
0.85,0.37,118,118,116,118,1706938823.84
0.85,0.37,113,121,113,123,1706938823.95
0.85,0.37,113,121,113,123,1706938824
0.85,0.37,93,121,93,125,1706938824.13
0.85,0.37,93,121,93,125,1706938824.2
0.85,0.13,93,121,93,125,1706938824.35
0.85,0.03,93,121,93,125,1706938824.38
0.85,0.03,83,120,78,119,1706938824.53
0.85,0.03,83,120,78,119,1706938824.62
0.85,0.03,127,123,127,122,1706938824.76
0.85,0.03,127,123,127,122,1706938824.79
0.85,0.03,127,123,127,122,1706938824.96
0.85,0.03,127,123,127,122,1706938825.05
0.85,0.03,123,123,122,121,1706938825.11
0.85,0.03,123,123,122,121,1706938825.26
0.85,0.03,123,123,122,121,1706938825.3
0.85,0.03,123,123,122,121,1706938825.47
0.85,0.37,121,121,120,121,1706938825.6
0.85,0.37,121,121,120,121,1706938825.67
0.85,0.37,110,126,110,126,1706938825.78
0.85,0.37,110,126,110,126,1706938825.83
0.85,0.37,110,126,110,126,1706938825.98
0.85,0.27,110,126,110,126,1706938825.99
0.85,0.08,110,126,110,126,1706938826.2
0.85,0.03,110,126,110,126,1706938826.24
0.85,0.03,110,126,110,126,1706938826.34
0.85,0.03,110,126,110,126,1706938826.44
0.85,0.03,110,126,110,126,1706938826.52
0.85,0.03,124,121,123,123,1706938826.7
0.85,0.03,124,121,123,123,1706938826.75
0.85,0.03,123,123,123,123,1706938826.82
0.85,0.03,123,123,123,123,1706938827.01
0.85,0.03,122,122,120,121,1706938827.11
0.85,0.03,122,122,120,121,1706938827.15
0.85,0.03,122,122,120,121,1706938827.22
0.85,0.03,124,123,122,123,1706938827.36
0.85,0.03,123,122,122,121,1706938827.49
0.85,0.05,123,122,122,121,1706938827.59
0.85,0.09,123,122,122,121,1706938827.68
0.85,0.3,123,122,122,121,1706938827.74
0.85,0.37,123,122,122,121,1706938827.94
0.85,0.37,123,122,122,121,1706938827.96
0.85,0.37,103,122,101,122,1706938828.04
0.85,0.19,103,122,101,122,1706938828.17
0.85,0.03,103,122,101,122,1706938828.29
0.85,0.03,103,122,101,122,1706938828.34
0.85,0.03,92,119,92,120,1706938828.47
0.85,0.03,92,119,92,120,1706938828.6
0.85,0.03,92,119,92,120,1706938828.67
0.85,0.03,92,119,92,120,1706938828.77
0.85,0.03,92,119,92,120,1706938828.88
0.85,0.03,122,121,121,121,1706938829.01
0.85,0.03,122,121,121,121,1706938829.13
0.85,0.03,122,121,121,121,1706938829.2
0.85,-0.15,121,121,121,122,1706938829.3
0.85,-0.31,122,121,121,121,1706938829.4
0.85,-0.23,122,121,121,121,1706938829.54
0.85,0.03,122,121,121,121,1706938829.62
0.85,0.03,124,102,123,102,1706938829.76
0.85,0.03,124,102,123,102,1706938829.82
0.85,0.03,123,112,122,109,1706938829.96
0.85,0.03,123,112,122,109,1706938830.03
0.85,-0.2,121,120,120,121,1706938830.19
0.85,-0.31,121,120,120,121,1706938830.24
0.85,0.03,121,120,120,121,1706938830.36
0.85,0.03,121,120,120,121,1706938830.46
0.85,0.03,122,116,124,115,1706938830.61
0.85,0.03,124,126,123,127,1706938830.72
0.85,0.03,124,126,123,127,1706938830.8
0.85,0.03,124,126,123,127,1706938830.86
0.85,0.03,123,121,121,121,1706938831.01
0.85,-0.03,123,121,121,121,1706938831.06
0.85,-0.24,121,120,120,121,1706938831.22
0.85,0.03,121,120,120,121,1706938831.27
0.85,0.03,119,120,119,118,1706938831.37
0.85,0.03,119,120,119,118,1706938831.47
0.85,0.03,119,120,119,118,1706938831.57
0.85,0.03,119,120,119,118,1706938831.73
0.85,-0.11,119,120,119,118,1706938831.76
0.85,-0.17,119,120,119,118,1706938831.86
0.85,0.03,120,121,120,120,1706938832.02
0.85,0.03,120,121,120,120,1706938832.1
0.85,0.03,120,121,120,120,1706938832.22
0.85,0.03,120,121,120,120,1706938832.27
0.85,0.03,120,121,120,120,1706938832.38
0.85,0.03,120,121,120,120,1706938832.45
0.85,0.03,120,121,120,120,1706938832.62
0.85,0.03,120,121,120,120,1706938832.74
0.85,0.03,120,121,120,120,1706938832.86
0.85,0.03,120,121,120,120,1706938832.9
0.85,0.03,120,121,120,120,1706938833.02
0.85,0.03,120,121,120,120,1706938833.1
0.85,0.03,120,121,120,120,1706938833.19
0.85,0.03,120,121,120,120,1706938833.28
0.85,0.03,121,121,121,121,1706938833.41
0.85,0.03,121,121,121,121,1706938833.54
0.85,0.03,121,121,121,121,1706938833.61
0.85,0.03,121,121,121,121,1706938833.78
0.85,0.03,121,121,121,121,1706938833.81
0.85,0.03,121,120,120,120,1706938833.93
0.85,0.03,120,117,118,119,1706938834.07
0.85,0.03,120,117,118,119,1706938834.08
0.85,0.03,118,118,117,118,1706938834.24
0.85,0.03,118,118,117,118,1706938834.29
0.85,0.03,118,118,118,118,1706938834.42
0.85,0.03,118,118,118,118,1706938834.55
0.85,0.03,119,117,118,118,1706938834.62
0.85,0.03,119,117,118,118,1706938834.77
0.85,0.03,119,117,118,118,1706938834.83
0.85,0.03,119,117,118,118,1706938834.98
0.85,0.03,119,117,118,118,1706938835.05
0.85,0.03,119,117,118,118,1706938835.16
0.85,0.03,119,117,118,118,1706938835.24
0.85,0.03,119,117,118,118,1706938835.34
0.85,0.03,118,118,118,118,1706938835.46
0.85,0.03,118,118,118,118,1706938835.62
0.85,0.03,118,118,118,118,1706938835.66
0.85,0.03,120,119,118,120,1706938835.78
0.85,0.03,120,119,118,120,1706938835.86
0.85,0.03,120,119,118,120,1706938836.02
0.85,0.03,120,119,118,120,1706938836.07
0.85,0.03,118,117,116,117,1706938836.21
0.85,0.03,118,117,116,117,1706938836.27
0.85,0.03,118,117,116,117,1706938836.39
0.85,0.03,118,117,116,117,1706938836.5
0.85,0.03,118,117,117,117,1706938836.63
0.85,0.03,118,117,117,117,1706938836.74
0.85,0.03,118,117,117,117,1706938836.79
0.85,0.03,119,117,118,118,1706938836.89
0.85,0.03,118,118,117,117,1706938837.01
0.85,0.03,118,118,117,117,1706938837.13
0.85,0.03,118,118,117,117,1706938837.21
0.85,0.03,118,118,117,117,1706938837.33
0.85,0.03,118,118,117,117,1706938837.4
0.85,0.03,118,116,116,116,1706938837.51
0.85,0.03,118,116,116,116,1706938837.61
0.85,0.03,118,116,116,116,1706938837.73
0.85,0.07,117,118,117,118,1706938837.78
0.85,0.11,117,118,117,118,1706938837.94
0.85,0.19,117,118,117,118,1706938838.06
0.85,0.35,112,118,112,118,1706938838.17
0.85,0.37,112,118,112,118,1706938838.19
0.85,0.08,110,120,109,120,1706938838.37
0.85,0.03,94,123,92,121,1706938838.44
0.85,0.03,94,123,92,121,1706938838.57
0.85,0.03,94,123,92,121,1706938838.64
0.85,0.03,111,121,110,117,1706938838.73
0.85,0.03,111,121,110,117,1706938838.9
0.85,0.03,123,121,121,121,1706938838.95
0.85,0.03,123,121,121,121,1706938839.06
0.85,0.03,123,121,121,121,1706938839.14
0.85,0.03,123,121,121,121,1706938839.28
0.85,0.03,123,121,121,121,1706938839.38
0.85,0.03,123,121,121,121,1706938839.47
0.85,0.03,123,121,121,121,1706938839.54
0.85,0.03,123,121,121,121,1706938839.71
0.85,0.03,121,121,120,121,1706938839.76
0.85,0.03,121,121,120,121,1706938839.84
0.85,0.03,121,122,121,121,1706938840.01
0.85,0.03,121,122,121,121,1706938840.08
0.85,0.03,121,122,121,121,1706938840.22
0.85,0.03,121,122,121,121,1706938840.25
0.85,0.03,121,121,120,120,1706938840.39
0.85,0.03,121,121,120,120,1706938840.49
0.85,0.03,120,118,119,119,1706938840.56
0.85,0.03,120,118,119,119,1706938840.74
0.85,0.03,120,118,119,119,1706938840.76
0.85,0.03,120,118,119,119,1706938840.94
0.85,0.03,118,118,118,118,1706938840.99
0.85,0.03,120,118,118,118,1706938841.09
0.85,0.03,120,118,118,118,1706938841.16
0.85,0.03,120,118,118,118,1706938841.31
0.85,0.03,118,119,118,119,1706938841.39
0.85,0.03,118,119,118,119,1706938841.54
0.85,0.03,118,119,118,119,1706938841.61
0.85,0.03,119,118,118,118,1706938841.73
0.85,0.18,119,118,118,118,1706938841.83
0.85,0.37,119,118,118,118,1706938841.97
0.85,0.21,119,118,118,118,1706938842
0.85,0.03,119,118,118,118,1706938842.13
0.85,0.03,119,118,118,118,1706938842.17
0.85,0.03,105,124,103,123,1706938842.36
0.85,0.03,105,124,103,123,1706938842.41
0.85,0.03,105,124,103,123,1706938842.54
0.85,0.03,126,125,125,124,1706938842.62
0.85,0.03,126,125,125,124,1706938842.72
0.85,0.03,122,121,121,121,1706938842.83
0.85,0.03,122,121,121,121,1706938842.94
0.85,0.03,123,122,121,121,1706938843.03
0.85,0.03,123,122,121,121,1706938843.16
0.85,0.03,123,122,121,121,1706938843.21
0.85,0.03,121,122,120,122,1706938843.31
0.85,0.06,121,121,120,120,1706938843.43
0.85,0.3,119,120,119,120,1706938843.54
0.85,0.34,119,120,119,120,1706938843.68
0.85,0.03,119,120,119,120,1706938843.75
0.85,0.03,110,124,108,125,1706938843.81
0.85,0.03,104,125,102,126,1706938844
0.85,0.03,104,125,102,126,1706938844.06
0.85,0.03,127,126,125,126,1706938844.18
0.85,0.03,127,126,125,126,1706938844.24
0.85,0.03,127,126,125,126,1706938844.38
0.85,0.03,122,121,121,121,1706938844.45
0.85,0.29,122,121,121,121,1706938844.56
0.85,0.32,122,121,121,121,1706938844.64
0.85,0.08,121,123,120,121,1706938844.74
0.85,0.08,121,123,120,121,1706938844.85
0.85,0.37,121,123,120,121,1706938844.94
0.85,0.37,121,123,120,121,1706938845.07
0.85,0.35,121,123,120,121,1706938845.18
0.85,0.1,121,123,120,121,1706938845.32
0.85,0.03,89,123,87,117,1706938845.36
0.85,0.03,89,123,87,117,1706938845.5
0.85,0.03,89,123,87,117,1706938845.62
0.85,0.03,89,123,87,117,1706938845.67
0.85,0.03,89,123,87,117,1706938845.76
0.85,0.09,89,123,87,117,1706938845.9
0.85,0.37,120,120,120,120,1706938846.02
0.85,0.03,120,120,120,120,1706938846.08
0.85,0.03,120,120,120,120,1706938846.21
0.85,0.03,120,120,120,120,1706938846.27
0.85,0.03,120,120,120,120,1706938846.35
0.85,0.03,120,120,120,120,1706938846.5
0.85,0.03,123,121,122,121,1706938846.59
0.85,0.03,123,121,122,121,1706938846.71
0.85,0.03,123,121,122,121,1706938846.78
0.85,0.03,121,121,121,121,1706938846.87
0.85,0.03,122,121,121,122,1706938846.98
0.85,0.03,122,121,121,122,1706938847.13
0.85,0.03,122,121,121,122,1706938847.16
0.85,0.03,120,120,120,121,1706938847.3
0.85,0.03,120,120,120,121,1706938847.44
0.85,0.03,120,120,120,121,1706938847.49
0.85,0.03,121,120,120,120,1706938847.59
0.85,0.03,122,121,120,121,1706938847.69
0.85,0.03,122,121,120,121,1706938847.84
0.85,0.03,122,121,120,121,1706938847.97
0.85,0.03,122,121,120,121,1706938848.04
0.85,0.03,122,121,120,121,1706938848.06
0.85,0.03,122,121,120,121,1706938848.2
0.85,0.03,118,117,117,118,1706938848.34
0.85,0.03,118,117,117,118,1706938848.4
0.85,0.03,118,117,117,118,1706938848.51
0.85,0.08,118,117,117,118,1706938848.63
0.85,0.23,119,118,118,118,1706938848.75
0.85,0.26,119,118,118,118,1706938848.77
0.85,0.03,119,118,118,118,1706938848.96
0.85,0.03,109,121,108,121,1706938848.98
0.85,0.03,109,121,108,121,1706938849.17
0.85,0.03,109,121,108,121,1706938849.22
0.85,0.03,109,121,108,121,1706938849.34
0.85,0.03,109,121,108,121,1706938849.39
0.85,0.03,120,120,120,120,1706938849.53
0.85,0.03,120,120,120,120,1706938849.63
0.85,-0.31,120,120,120,120,1706938849.73
0.85,-0.31,120,120,120,120,1706938849.82
0.85,-0.31,127,105,126,106,1706938849.98
0.85,-0.24,127,105,126,106,1706938850.04
0.85,0.03,127,105,126,106,1706938850.16
0.85,0.03,127,105,126,106,1706938850.24
0.85,0.03,127,105,126,106,1706938850.35
0.85,0.03,127,105,126,106,1706938850.45
0.85,0.03,123,122,122,122,1706938850.56
0.85,0.03,123,122,122,122,1706938850.66
0.85,0.03,122,123,121,121,1706938850.76
0.85,0.03,122,123,121,121,1706938850.88
0.85,0.03,121,120,118,119,1706938851.02
0.85,0.03,121,120,118,119,1706938851.08
0.85,0.03,121,120,118,119,1706938851.22
0.85,0.03,121,120,118,119,1706938851.31
0.85,0.03,121,120,118,119,1706938851.46
0.85,0.03,121,120,118,119,1706938851.53
0.85,0.37,121,120,118,119,1706938851.67
0.85,0.37,121,120,118,119,1706938851.71
0.85,0.37,120,121,120,121,1706938851.81
0.85,0.03,112,124,112,124,1706938851.98
0.85,0.03,112,124,112,124,1706938852.02
0.85,0.03,90,121,84,123,1706938852.14
0.85,0.03,90,121,84,123,1706938852.23
0.85,0.03,129,127,128,126,1706938852.32
0.85,0.03,129,127,128,126,1706938852.45
0.85,0.03,122,120,120,120,1706938852.55
0.85,0.03,122,120,120,120,1706938852.69
0.85,0.03,122,120,120,120,1706938852.71
0.85,-0.31,120,120,120,120,1706938852.84
0.85,-0.31,123,121,120,121,1706938852.98
0.85,-0.31,123,121,120,121,1706938853.07
0.85,-0.31,123,121,120,121,1706938853.22
0.85,-0.31,123,121,120,121,1706938853.27
0.85,-0.31,123,121,120,121,1706938853.38
0.18,-0.34,123,121,120,121,1706938853.47
0,-0.85,123,121,120,121,1706938853.61
0,-0.85,123,121,120,121,1706938853.64
0,-0.85,123,121,120,121,1706938853.72
0,-0.85,113,79,111,77,1706938853.87
0,0,54,-20,66,-48,1706938854
0,0,54,-20,66,-48,1706938854.11
0,0,48,-52,32,-34,1706938854.19
0,0,48,-52,32,-34,1706938854.28
0,-0.85,48,-52,32,-34,1706938854.4
0,-0.85,48,-52,32,-34,1706938854.51
0,-0.85,48,-52,32,-34,1706938854.63
0,0,48,-52,32,-34,1706938854.66
0,0,24,-21,21,-20,1706938854.74
0,0,24,-21,21,-20,1706938854.91
0,0,7,-6,7,-3,1706938854.99
0,0,7,-6,7,-3,1706938855.09
0,0,7,-6,7,-3,1706938855.17
0,0,7,-6,7,-3,1706938855.3
0,0,0,0,0,0,1706938855.39
0,0,0,0,0,0,1706938855.5
0.21,0.03,0,0,0,0,1706938855.59
0.85,0.03,0,0,0,0,1706938855.76
0.85,0.03,0,0,0,0,1706938855.79
0.85,0.03,1,7,0,7,1706938855.9
0.85,0.03,1,7,0,7,1706938856
0.85,0.03,1,7,0,7,1706938856.1
0.85,-0.04,1,7,0,7,1706938856.21
0.85,-0.18,81,81,80,79,1706938856.31
0.85,-0.2,96,96,96,96,1706938856.44
0.85,-0.22,96,96,96,96,1706938856.54
0.85,-0.27,96,96,96,96,1706938856.64
0.85,-0.22,96,96,96,96,1706938856.8
0.85,-0.23,96,96,96,96,1706938856.82
0.85,-0.23,96,96,96,96,1706938856.97
0.85,-0.25,96,96,96,96,1706938857.06
0.85,-0.25,121,96,119,93,1706938857.17
0.85,-0.25,121,96,119,93,1706938857.28
0.85,-0.25,121,96,120,96,1706938857.37
0.85,-0.12,121,96,120,96,1706938857.47
0,0,121,96,120,96,1706938857.59
0,0,121,93,125,95,1706938857.7
0,0,109,100,111,100,1706938857.78
0,0,109,100,111,100,1706938857.84
0,0,109,100,111,100,1706938857.98
0,0,109,100,111,100,1706938858.08
0,0,109,100,111,100,1706938858.23
0,0,109,100,111,100,1706938858.29
0,0,109,100,111,100,1706938858.39
0,0,109,100,111,100,1706938858.51
0,0,7,7,7,7,1706938858.56
0,0,7,7,7,7,1706938858.75
0,0,7,7,7,7,1706938858.78
0,0,7,7,7,7,1706938858.95
0,0,7,7,7,7,1706938859.01
0,0,0,0,0,0,1706938859.08
0,0,0,0,0,0,1706938859.26
0,0,0,0,0,0,1706938859.37
0,0,0,0,0,0,1706938859.44
0,0,0,0,0,0,1706938859.5
0,0,0,0,0,0,1706938859.63
0,0,0,0,0,0,1706938859.8
0,0,0,0,0,0,1706938859.82
0,0,0,0,0,0,1706938859.98
0,-0.22,0,0,0,0,1706938860.1
0,-0.65,0,0,0,0,1706938860.16
0,-0.63,0,0,0,0,1706938860.24
0,-0.46,1,-2,1,-2,1706938860.34
0,-0.39,1,-2,1,-2,1706938860.44
0,-0.2,1,-2,1,-2,1706938860.52
0,0,1,-2,1,-2,1706938860.7
0,0,1,-2,1,-2,1706938860.77
0,0,1,-2,1,-2,1706938860.93
0,0,1,-2,1,-2,1706938860.98
0,0,1,-2,1,-2,1706938861.02
0,0,1,-2,1,-2,1706938861.19
0,0,0,0,0,0,1706938861.31
0,0,0,0,0,0,1706938861.35
0,0,0,0,0,0,1706938861.47
0,0,0,0,0,0,1706938861.55
0,0,0,0,0,0,1706938861.72
0,0,0,0,0,0,1706938861.83
0,0,0,0,0,0,1706938861.88
0,-0.36,0,0,0,0,1706938862.03
0,-0.5,0,0,0,0,1706938862.05
0,0,0,0,0,0,1706938862.22
0.28,0.03,0,0,0,0,1706938862.29
0.85,0.03,0,0,0,0,1706938862.41
0.85,0.03,0,0,0,0,1706938862.54
0.85,0.03,0,0,0,0,1706938862.61
0.85,0.03,19,22,18,22,1706938862.74
0.85,0.03,19,22,18,22,1706938862.79
0.85,0.03,63,63,63,62,1706938862.91
0.85,0.03,79,79,78,78,1706938863.01
0.85,0.03,79,79,78,78,1706938863.14
0.85,0.03,79,79,78,78,1706938863.29
0.85,0.03,79,79,78,78,1706938863.32
0.85,-0.26,79,79,78,78,1706938863.48
0.85,-0.31,79,79,78,78,1706938863.57
0.85,-0.31,79,79,78,78,1706938863.72
0.85,-0.1,79,79,78,78,1706938863.78
0.85,0.03,124,94,121,94,1706938863.89
0.85,0.03,123,96,123,93,1706938864.02
0.85,0.03,123,96,123,93,1706938864.05
0.85,0.03,118,123,118,122,1706938864.19
0.85,0.03,118,123,118,122,1706938864.24
0.85,0.03,118,123,118,122,1706938864.38
0.85,0.03,122,120,121,120,1706938864.52
0.85,0.03,122,120,121,120,1706938864.6
0.85,0.03,122,120,121,120,1706938864.77
0.85,0.03,122,120,121,120,1706938864.79
0.85,0.03,122,120,121,120,1706938864.95
0.85,0.03,122,120,121,120,1706938864.97
0.85,0.03,122,120,121,120,1706938865.1
0.85,0.03,122,120,121,120,1706938865.16
0.85,0.03,121,120,121,120,1706938865.3
0.85,0.03,120,120,118,120,1706938865.38
0.85,0.03,120,120,118,120,1706938865.52
0.85,0.03,120,120,118,120,1706938865.6
0.85,0.03,120,120,118,120,1706938865.75
0.85,0.03,120,120,118,120,1706938865.83
0.85,0.03,120,120,118,120,1706938865.94
0.85,0.03,119,118,118,118,1706938866.02
0.85,0.03,119,118,118,118,1706938866.11
0.85,0.03,119,118,118,118,1706938866.21
0.85,0.03,119,118,118,118,1706938866.32
0.85,0.03,119,118,118,118,1706938866.44
0.85,0.03,119,118,118,118,1706938866.53
0.85,0.03,119,118,118,118,1706938866.6
0.85,0.03,119,118,118,118,1706938866.75
0.85,0.03,119,119,118,118,1706938866.81
0.85,0.03,119,119,118,118,1706938866.97
0.85,0.03,119,119,118,118,1706938866.98
0.85,0.03,119,119,118,118,1706938867.17
0.85,0.03,120,120,120,120,1706938867.23
0.85,0.03,120,120,120,120,1706938867.3
0.85,0.03,120,119,118,119,1706938867.46
0.85,0.03,120,119,118,119,1706938867.57
0.85,0.03,120,119,118,119,1706938867.67
0.85,0.03,120,119,118,119,1706938867.75
0.85,0.03,120,119,118,119,1706938867.82
0.85,0.03,119,119,118,118,1706938867.98
0.85,0.03,119,119,118,118,1706938868.06
0.85,0.03,119,119,118,118,1706938868.19
0.85,0.03,119,119,118,118,1706938868.21
0.85,0.03,119,119,120,119,1706938868.36
0.85,0.03,118,118,118,117,1706938868.52
0.85,0.03,118,118,118,117,1706938868.56
0.85,-0.1,118,118,118,117,1706938868.71
0.85,-0.31,118,118,118,117,1706938868.78
0.85,-0.31,118,118,118,117,1706938868.88
0.85,-0.31,118,118,118,117,1706938869
0.85,-0.31,128,104,127,100,1706938869.1
0.85,-0.31,128,104,127,100,1706938869.2
0.85,-0.13,128,104,127,100,1706938869.37
0.85,0.03,128,104,127,100,1706938869.42
0.85,0.03,128,104,127,100,1706938869.57
0.85,0.03,120,92,120,92,1706938869.71
0.85,0.03,120,92,120,92,1706938869.76
0.85,0.03,126,124,124,125,1706938869.84
0.85,0.03,126,124,124,125,1706938869.99
0.85,0.03,126,124,124,125,1706938869.99
0.85,0.03,124,124,123,124,1706938870.14
0.85,0.03,124,124,123,124,1706938870.2
0.85,0.03,124,124,123,124,1706938870.4
0.85,0.03,124,124,123,124,1706938870.4
0.85,0.03,124,124,123,124,1706938870.51
0.85,0.03,124,124,123,124,1706938870.6
0.85,0.03,124,124,123,124,1706938870.78
0.85,0.03,122,121,120,121,1706938870.91
0.85,0.03,122,121,120,121,1706938870.93
0.85,0.03,122,121,120,121,1706938871.05
0.85,0.03,122,121,120,121,1706938871.23
0.85,0.03,122,121,120,121,1706938871.32
0.85,0.03,122,121,120,121,1706938871.36
0.85,0.03,121,120,120,120,1706938871.47
0.85,0.05,121,120,120,120,1706938871.52
0.85,0.23,120,118,118,118,1706938871.66
0.85,0.31,120,118,118,118,1706938871.77
0.85,0.31,120,118,118,118,1706938871.86
0.85,0.24,120,118,118,118,1706938871.98
0.85,0.03,100,123,98,123,1706938872.07
0.85,0.03,96,122,94,122,1706938872.18
0.85,0.03,96,122,94,122,1706938872.27
0.85,0.03,96,122,94,122,1706938872.35
0.85,0.03,127,126,125,126,1706938872.51
0.85,0.03,125,125,124,124,1706938872.6
0.85,0.03,125,125,124,124,1706938872.67
0.85,0.03,125,125,124,124,1706938872.78
0.85,0.03,123,122,121,123,1706938872.87
0.85,0.03,123,122,121,123,1706938873.01
0.85,0.03,123,122,121,123,1706938873.13
0.85,0.03,121,121,121,121,1706938873.23
0.85,0.03,121,121,121,121,1706938873.3
0.85,0.03,121,121,121,121,1706938873.43
0.85,0.03,121,121,121,121,1706938873.55
0.85,0.03,123,121,121,121,1706938873.61
0.85,0.03,123,121,121,121,1706938873.71
0.85,0.03,123,121,122,122,1706938873.83
0.85,0.03,123,121,122,122,1706938873.9
0.85,0.03,123,121,122,122,1706938874.02
0.85,0.03,123,121,122,122,1706938874.12
0.85,0.03,120,120,120,119,1706938874.31
0.85,0.03,120,120,120,119,1706938874.31
0.85,0.03,119,118,118,118,1706938874.43
0.85,0.03,120,119,118,118,1706938874.55
0.85,0.03,120,119,118,118,1706938874.65
0.85,0.03,120,119,118,118,1706938874.81
0.85,0.03,120,119,118,118,1706938874.86
0.85,0.03,119,118,117,118,1706938874.97
0.85,0.07,119,118,117,118,1706938875.06
0.85,0.08,118,117,117,118,1706938875.13
0.85,0.36,118,117,117,118,1706938875.26
0.85,0.37,118,117,117,118,1706938875.33
0.85,0.03,113,120,113,120,1706938875.47
0.85,0.03,113,120,113,120,1706938875.51
0.85,0.03,113,120,113,120,1706938875.62
0.85,0.03,113,120,113,120,1706938875.76
0.85,0.03,113,120,113,120,1706938875.9
0.85,0.03,113,120,113,120,1706938876.02
0.85,0.03,113,120,113,120,1706938876.07
0,0,113,120,113,120,1706938876.12
0,0,113,120,113,120,1706938876.27
0,0,121,120,121,121,1706938876.36
0,0,121,120,121,121,1706938876.52
0,0,61,60,60,60,1706938876.56
0,0.76,61,60,60,60,1706938876.73
0,0.85,61,60,60,60,1706938876.79
0,0.85,26,26,25,26,1706938876.87
0,0.85,-12,29,-18,32,1706938877.02
0,0.85,-12,29,-18,32,1706938877.03
0,0.85,-12,29,-18,32,1706938877.12
0,0.85,-12,29,-18,32,1706938877.27
0,0.85,-12,29,-18,32,1706938877.33
0,0.85,-39,47,-47,44,1706938877.52
0,0.85,-39,47,-47,44,1706938877.6
0,0.85,-39,47,-47,44,1706938877.67
0,0.85,-39,47,-47,44,1706938877.73
0,0.85,-39,47,-47,44,1706938877.9
0,0.85,-39,47,-47,44,1706938878.01
0,0.85,-40,44,-46,46,1706938878.13
0,0.85,-40,44,-46,46,1706938878.19
0,0.85,-45,44,-43,45,1706938878.3
0,0.85,-45,44,-43,45,1706938878.4
0,0.35,-41,47,-46,46,1706938878.56
0,0.85,-41,47,-46,46,1706938878.57
0,0,-41,47,-46,46,1706938878.68
0,0,-41,47,-46,46,1706938878.78
0,0,-41,47,-46,46,1706938878.89
0,0,-41,47,-46,46,1706938878.95
0,0,-3,3,-3,0,1706938879.09
0,0,-3,3,-3,0,1706938879.19
0,0,0,0,0,0,1706938879.31
0,0,0,0,0,0,1706938879.43
0,0,0,0,0,0,1706938879.49
0,0,0,0,0,0,1706938879.6
0,0.85,0,0,0,0,1706938879.7
0,0.85,0,0,0,0,1706938879.84
0,0.58,0,0,0,0,1706938879.89
0,0.06,-27,28,-32,27,1706938880.06
0,0,-27,28,-32,27,1706938880.1
0,0,-29,29,-31,30,1706938880.2
0,0,-29,29,-31,30,1706938880.29
0,0,-29,29,-31,30,1706938880.4
0,0,-29,29,-31,30,1706938880.53
0,0,-29,29,-31,30,1706938880.67
0,0,-29,29,-31,30,1706938880.69
0.12,0.03,-29,29,-31,30,1706938880.78
0.85,0.03,-29,29,-31,30,1706938880.91
0.85,0.03,0,0,0,0,1706938881.06
0.85,0.03,0,0,0,0,1706938881.17
0.85,0.03,0,0,0,0,1706938881.23
0.85,0.03,0,0,0,0,1706938881.35
0.85,0.12,0,0,0,0,1706938881.43
0.85,0.2,0,0,0,0,1706938881.54
0.85,0.2,87,93,87,93,1706938881.63
0.85,0.19,90,102,89,101,1706938881.75
0.85,0.18,90,102,89,101,1706938881.83
0.85,0.18,92,106,91,105,1706938881.96
0.85,0.18,92,106,91,105,1706938882.03
0.85,0.18,92,106,91,105,1706938882.12
0.85,0.18,92,106,91,105,1706938882.24
0.85,0.18,100,120,97,118,1706938882.37
0.85,0.18,100,120,97,118,1706938882.43
0.85,0.16,100,120,97,118,1706938882.53
0.85,0.1,100,120,97,118,1706938882.62
0.85,0.03,100,120,97,118,1706938882.77
0.85,0.03,100,120,97,118,1706938882.85
0.85,0.03,100,120,97,118,1706938882.94
0.85,0.03,113,117,113,117,1706938883.04
0.85,0.03,113,117,113,117,1706938883.18
0.85,-0.13,123,123,121,121,1706938883.25
0.85,-0.23,123,123,121,121,1706938883.36
0.85,-0.22,123,123,121,121,1706938883.41
0.85,-0.15,123,110,123,111,1706938883.52
0.85,-0.11,123,110,123,111,1706938883.72
0.85,0,123,110,123,111,1706938883.75
0.85,0.03,122,103,122,103,1706938883.86
0.85,0.03,122,103,122,103,1706938883.94
0.85,0.03,118,121,117,121,1706938884.09
0.85,0.03,118,121,117,121,1706938884.16
0.85,0.03,121,120,121,120,1706938884.25
0.85,0.03,121,120,121,120,1706938884.37
0.85,0.03,121,120,121,120,1706938884.47
0.85,0.03,121,120,121,120,1706938884.56
0.85,0.03,121,120,121,120,1706938884.68
0.85,0.03,121,120,121,120,1706938884.77
0.85,0.03,121,120,121,120,1706938884.81
0.85,0.03,121,121,120,121,1706938884.99
0.85,-0.09,121,121,120,121,1706938885.1
0.85,-0.11,121,121,120,121,1706938885.17
0.85,0.03,121,121,120,121,1706938885.27
0.85,0.03,121,121,120,121,1706938885.36
0.26,0.03,118,115,118,116,1706938885.51
0,0,118,121,118,121,1706938885.62
0,0,113,113,113,113,1706938885.68
0,0,113,113,113,113,1706938885.78
0,0,113,113,113,113,1706938885.9
0,0,61,61,60,60,1706938885.95
